sep=;
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-15T12:38:18-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-15T12:40:19-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-15T12:48:30-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-15T13:21:02-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-15T13:21:36-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-15T13:21:50-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-16T19:04:50-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-16T19:14:50-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-17T17:59:57-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-17T18:19:57-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-18T18:00:06-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-18T18:20:06-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-19T19:00:15-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-19T19:20:15-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-20T07:25:16-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-20T08:41:36-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-20T10:10:36-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-20T19:00:21-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-20T19:05:21-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-20T22:40:09-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-20T22:44:45-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-20T22:52:03-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-20T23:06:21-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-20T23:15:26-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-20T23:30:01-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-20T23:32:15-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-20T23:36:41-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T00:21:21-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T00:29:23-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T00:38:23-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T00:41:53-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T00:42:42-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T00:50:37-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T01:45:55-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T01:50:25-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T01:52:04-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:15:26-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:19:36-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:27:52-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:39:54-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:43:23-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:44:30-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:55:21-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:55:59-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T02:56:10-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T03:03:49-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T03:07:40-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T19:00:32-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-21T19:05:32-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-22T19:00:42-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-22T19:05:42-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-23T19:05:50-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-23T19:10:50-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-24T18:00:58-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-24T18:10:58-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-25T18:01:06-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-25T18:16:06-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-26T19:01:15-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-26T19:06:15-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-27T15:31:28-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-27T15:32:05-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-27T19:01:23-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-27T19:11:23-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-28T19:01:32-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-28T19:11:32-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-29T19:01:41-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-29T19:06:42-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-30T19:01:49-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-30T19:11:49-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-31T18:01:58-04:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-31T18:06:57-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-10-31T20:56:58-04:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-02T09:22:29-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-02T09:33:18-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-02T16:02:22-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-02T16:08:19-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-02T16:11:59-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-02T16:12:55-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-02T19:03:20-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-02T19:08:20-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-03T19:03:28-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-03T19:08:28-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-05T19:03:45-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-05T19:13:45-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-06T19:03:53-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-06T19:13:54-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-07T18:04:01-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-07T18:14:01-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-08T17:59:09-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-08T18:24:11-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-10T18:59:25-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-10T19:14:26-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-11T08:46:24-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-11T09:16:49-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-11T09:17:18-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-11T19:01:27-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-11T19:11:27-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-14T18:41:50-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-14T18:46:50-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-16T19:02:07-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-16T19:07:07-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-17T07:55:19-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-17T07:56:26-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-17T19:02:15-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-17T19:22:15-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-18T19:02:24-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-18T19:17:23-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-19T19:02:31-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-19T19:17:31-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-20T19:02:40-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-20T19:12:40-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-22T18:02:56-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-22T18:17:56-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-23T10:31:41-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-23T19:03:04-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-23T19:18:04-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-24T19:03:12-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-24T19:13:12-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-25T19:03:19-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-25T19:18:20-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-30T19:04:17-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-11-30T19:14:17-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-01T19:04:28-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-01T19:14:29-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-02T19:04:43-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-02T19:19:43-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-03T08:45:43-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-03T12:30:30-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-03T19:00:33-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-03T19:20:33-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-04T19:00:41-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-04T19:10:41-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-05T18:00:49-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-05T18:05:49-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-06T18:00:58-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-06T18:20:57-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-07T19:01:06-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-07T19:11:07-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-08T19:01:15-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-08T19:16:15-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-09T19:01:22-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-09T19:11:22-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-10T19:01:31-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-10T19:11:31-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-12T18:01:48-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-12T18:16:48-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-13T18:01:55-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-13T18:06:55-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-14T19:02:03-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-14T19:12:04-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-15T19:07:11-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-15T19:17:11-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-16T19:02:21-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-16T19:07:20-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-17T19:02:28-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-17T19:17:28-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-18T19:02:36-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-18T19:07:36-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-24T19:07:42-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-24T19:12:41-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-27T14:38:02-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2020-12-27T14:43:02-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-04T07:17:14-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-04T12:40:42-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-04T19:00:49-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-04T19:05:49-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-05T11:06:03-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-05T12:59:53-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-05T14:48:40-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-05T16:13:56-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-05T19:03:56-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-05T19:13:56-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-06T09:19:47-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-06T12:12:33-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-06T19:02:35-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-06T19:07:34-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-07T19:02:42-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-07T19:07:42-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-08T08:32:25-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-08T19:02:29-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-08T19:27:29-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-09T05:07:33-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-09T18:02:37-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-09T18:07:36-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-10T08:37:35-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-10T13:18:15-05:00";1
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-10T18:02:38-05:00";0
"supply_fan_status {device_id: 0202EquipmentAHU2W}";"2021-01-10T18:12:38-05:00";1